Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
2 reviews,Matt Collins,GB,13-May-22,Great products,"Great products, great service. Highly recommended",Date of experience: 13 May 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
19 reviews,Susan Frye,GB,04-Sep-22,Better than supermarket fruit and veg,"Better than supermarket fruit and veg, responsible packaging, next day delivery, perfect",Date of experience: 04 September 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
8 reviews,Judith Campbell,GB,Updated 13 Jan 2022,Excellent quality produce as usual.,"Excellent quality produce as usual.
Thank you",Date of experience: 13 January 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
2 reviews,LJ68,GB,01-Feb-21,I am really happy with my deliveries…,I am really happy with my deliveries from WDF.  Customer service is fantastic and so helpful and polite.  The fruit and veg is firm and fresh and lasts so much longer than the supermarket.  The bakery items are amazing and great value.  It's nice to support local businesses and enjoy plastic free products.  We order weekly and will continue to do so.,Date of experience: 01 February 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Dianne Halsted,GB,09-Dec-20,Wow what good quality fresh produce,Wow what good quality fresh produce. Love the baked goods best barm cakes in ages. Love the way everything is wrapper in paper not plastic or just loose makes putting away easy and lasts longer. Came on time and had a very welcome pleasant chat as shielding and don't see anyone lol. Love to support local if we can Please buy from here you won't sorry. This is a genuine unpaid review. Merry Christmas all x,Date of experience: 09 December 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
3 reviews,M Camilleri,GB,11-Nov-20,Wow!!,"Wow!!! Wow! Wow! Fantastic produce, fantastic service. I messaged at 5pm to say that my beansprouts had only lasted 4 days, they messaged me straight back and brought me a fresh bag of beansprouts by 5.45pm so we were able to have a stir fry for tea. I call that going above and beyond. Great customer service. Fruit and veg always fresh and cakes to die for. I’m going to try the meat next. Definitely recommend",Date of experience: 11 November 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
5 reviews,Annie,GB,Updated 21 Dec 2020,Very pleased with our first order,"Very pleased with our first order, excellent delivery service from top local business(es). Ordered late on Sunday night and the order arrived first thing next morning (thank you). All items eco packaged in cardboard box and paper bags. Fruit/veg and cakes all look fresh, tasty and top quality. Will be recommending to family and friends.",Date of experience: 21 December 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
2 reviews,Jacqui,GB,08-Sep-21,"Delivery staff very friendly, will put delivery wherever you want","Produce is always lovely & fresh, Its colourful and the fruit and veg  taste and smell beautiful, a lot of things you buy in supermarkets lack in this department. The cream cakes are a very good size and full of lovely thick tasty cream. Steak and hagis pies are divine, the delivery staff are wonderful very friendly and will carry things three to your kitchen or in my case upstairs as I'm in a 1st floor flat. I think it's great the majority of food is in brown bags you can hand your boxes back on the following delivery so they can be used again",Date of experience: 08 September 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Laura Brooks,GB,25-Jan-21,"Very, very pleased","I received my order on time and delivered by a very pleasant young man. I ordered those items I have difficulty getting at my local supermarket at the quality I want. The French stick was extremely fresh and long enough for three decent sandwiches. The golden delicious apples were green not over ripe and yellow. I was very impressed with the raspberries, large and firm. The whole order was free from plastic. The prices are comparable with my local stores so I will definitely use this company again.",Date of experience: 25 January 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
5 reviews,helen wright,GB,05-Oct-21,If a delivery is  not quite right you…,If a delivery is  not quite right you go out of your way to put it right  it is  only on the odd occasion that it has not being right. The delivery is always prompt and the delivery personnel are always prepared to carry the boxes in for you and are always cheerful,Date of experience: 05 October 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
11 reviews,Tricia Semple,GB,04-Nov-21,Lovely fresh fruit and vegetables,"Lovely fresh fruit and vegetables. Also really tasty bakery goods. I've tried the meat before and that has been good, but unfortunately we are not big meat eaters . Always delivered on time, just leaves it in the porch as instructed. Wonderful service!",Date of experience: 04 November 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Bethy Foster,GB,21-Jun-22,Great products and super delivery…,Great products and super delivery Thankyou!,Date of experience: 21 June 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Cindy Sinclair,GB,21-Dec-20,Just received my Value Fresh and…,"Just received my Value Fresh and Breakfast Boxes - such beautiful fresh produce and a lovely selection of fruit, vegetables, meat, eggs and bakery items. Wishing your Company every success in the future ..... you deserve high praise for excellent quality and customer service.",Date of experience: 21 December 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
4 reviews,Beth Laycock,GB,07-Mar-21,"Well worth a try, you won't be disappointed","High quality local produce at reasonable prices. Reliable delivery at convenient times with courteous Staff. I would highly recommend We Deliver Fresh, I have never been disappointed and they offer discounts & free gifts to returning customers - give them a try.",Date of experience: 07 March 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
51 reviews,Mrs Amy Bickerstaff,GB,19-Mar-22,Delivered on time,"Delivered on time, food was fresh and tasty. And free half dozen eggs.",Date of experience: 19 March 2022,Rated 5 out of 5 stars,21-Mar-22,"That's exactly what we aim to achieve, thanks Amy!",We Deliver Fresh,4.9
22 reviews,Joanne Leighton,GB,09-May-21,Fantastic local food,"Been using this company for a few weeks now and very happy.
You can order till late the night before and the food is delivered next day.
We have tried a massive variety that they offer and it has all been fresh and good quality.
Would highly recommend!",Date of experience: 09 May 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
7 reviews,Lemonie Jones,GB,03-Sep-21,Fantastic service and the produce is…,Fantastic service and the produce is always top quality.  It last so much longer in the fridge than the supermarket.  Local produce as well.  Always delivered with a smile which is rare now.  Can't recommend them enough.,Date of experience: 03 September 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
4 reviews,Hannah Wood,GB,04-Oct-21,Always excellent service,Always excellent service and lots of items to order from. Being disabled means i can't get items from the shops so this service is ideal for me and i love knowing im supporting local businesses and farmers.,Date of experience: 04 October 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
4 reviews,Paul Moye,GB,28-Sep-23,Excellent value for money and…,Excellent value for money and excellemnt service as always.,Date of experience: 27 September 2023,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Abby Sharratt,GB,04-Jan-21,I've ordered from here several times…,"I've ordered from here several times since lockdown, and every order has been spot on. Great service, always delivered on time, the food is always fab, and most things are packaged with zero plastic. Thank you very much. :D",Date of experience: 04 January 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
4 reviews,Karen,GB,23-Apr-22,Great produce,"Great produce, free delivery and very reliable",Date of experience: 23 April 2022,Rated 5 out of 5 stars,04-May-22,"Thanks Karen, we're glad you like what we do!",We Deliver Fresh,4.9
2 reviews,Patricia Vickers,GB,15-Jun-23,Good quality products,,Date of experience: 05 June 2023,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
10 reviews,Barbara Neave,GB,11-Aug-22,Delivered every week,"Delivered every week, products are very fresh!",Date of experience: 11 August 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
7 reviews,Claire,GB,12-Dec-20,First time order,"Easy ordering system with plenty to choose from, very quick service too with optional time slots.
Food is very good quality & the delivery guy was very pleasant & friendly, highly recommend",Date of experience: 12 December 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
16 reviews,Joan  Goldin,GB,14-Jul-23,Thanks,"Thanks, first class as usual.",Date of experience: 05 July 2023,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Ken Walton,GB,20-May-21,"Always good quality, always on time","Always good quality, always on time. And because it's delivered without plastic, it looks more like a harvest festival than a shopping delivery. Highly recommended!",Date of experience: 20 May 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
10 reviews,Christine,GB,04-Jan-21,We ordered for the first time at…,"We ordered for the first time at Christmas, all the produce arrived in a wonderful condition and it was all fresh , have just placed another order - would highly recommend",Date of experience: 04 January 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
31 reviews,catherine smith,GB,22-Dec-20,Fantastic quality veg and service,Fantastic service easy to use online and absolutely fantastic quality as first time using I wasnt sure what to expect but I will be definitely using again am very happy,Date of experience: 22 December 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
7 reviews,Susan Burns,GB,08-Nov-22,First Class company.,,Date of experience: 07 November 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
11 reviews,Andrew Selby,GB,19-Apr-22,Very good and pleasant staff that you…,Very good and pleasant staff that you have,Date of experience: 19 April 2022,Rated 5 out of 5 stars,,"Thanks Andrew, we're really grateful for your kind words.",We Deliver Fresh,4.9
6 reviews,Pamela Winning,GB,05-Jan-21,"Fantastic, friendly company","An excellent service providing high quality fresh produce. We Deliver Fresh, I'm so glad I was recommended by my friend and I've been happy to pass it on.",Date of experience: 05 January 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
3 reviews,Gavin Quick,GB,04-Jan-21,I thought I would try We Deliver Fresh…,"I thought I would try We Deliver Fresh and have been impressed by their quick delivery (next day just after 10 am), and quality of goods.

Will use them again",Date of experience: 04 January 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
14 reviews,Mr Gavin Quick,GB,17-Oct-22,Good service and fresh food as good as…,Good service and fresh food as good as ever,Date of experience: 17 October 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
5 reviews,Nargis Davudi,GB,16-Mar-22,Excellent delivery,"Excellent delivery, fruits and vegs are really fresh, recommended",Date of experience: 16 March 2022,Rated 5 out of 5 stars,18-Mar-22,"Thank you so much for recommending us Nargis, it means the world to us.",We Deliver Fresh,4.9
19 reviews,Martin Warburton,GB,11-Nov-20,Great service great prices fresh fruit…,"Great service great prices fresh fruit and veg
Sausages rolls are amazing the pies are really nice my sons love them and there really fussy eaters",Date of experience: 11 November 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
3 reviews,Jane Dennis,GB,10-Mar-22,Everything  straightforward no problems,,Date of experience: 10 March 2022,Rated 5 out of 5 stars,11-Mar-22,Just how we like it. Thanks Jane!,We Deliver Fresh,4.9
8 reviews,vivienne,GB,07-Jul-22,Excellent service,"Excellent service, fresh products .",Date of experience: 07 July 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
32 reviews,jamespa,GB,08-Jul-22,Great service fresh food,,Date of experience: 08 July 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
11 reviews,Alan Beardsall,GB,08-Jun-22,Excellent produce and delivery,Excellent produce and delivery. Thanks Alan.,Date of experience: 08 June 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
8 reviews,Mrs Kim Brindley,GB,11-Nov-20,"Fresh fruit, veg, and much more....","Always fresh and delivered on time without unnecessary plastic packaging. Great choice of fruit, veg, and much more. Good prices too.",Date of experience: 11 November 2020,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
1 review,Jo,GB,02-Oct-21,Fabulous service,"Fabulous service. Love the brown paper packaging - plastic free - yeah!
Super quality food. Kids were wowed when saw box!",Date of experience: 02 October 2021,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
8 reviews,gemma smith,GB,12-Nov-22,They are so good and fresh the staff…,They are so good and fresh the staff are so friendly,Date of experience: 12 November 2022,Rated 5 out of 5 stars,,,We Deliver Fresh,4.9
