Bakery Name,Overall Rating,Review Date,Location,Review Text,Reviewer Name,Star Rating
Barbakan Delicatessen,4.8,21-Apr-13,"Bolton, Greater Manchester","What a place, the bread alone would swing it for me but all the rest is just a dream. Rarely get away with only one loaf, normally end up buying several delicious selections.",Alex G.,5 star rating
Barbakan Delicatessen,4.8,19-Nov-08,Manchester,"The best deli ever! Located in the lovely area of Chorlton, Barbakan serve the tasiest food you could ever expect to find. Soft bread, creamy cheese, sweet fluffy cakes upto spicy tongue-tingling sausage. Definatley a must-go!",Qype User (jowadd…),5 star rating
Barbakan Delicatessen,4.8,25-Feb-10,Manchester,"Everyone loves the Barbakan, and I can sort of see why...it does a great selection of breads and is packed with a huge array of tasty deli produce. However whenever I've been in I've just found it to be wholly disorganised and difficult to navigate. The queuing system is beyond comprehension and I've never managed to come out without being pushed in front of or feeling harrassed, so it's not exactly a relaxed shopping experience. Also, I note that the Guardian once placed it in a list of one of the 'top places to eat outside in the UK' which is a bit odd as there are just a few patio chairs facing a busy road and an old petrol station....",Qype User (Cheryl…),3 star rating
Barbakan Delicatessen,4.8,15-Nov-08,Manchester,"Their bagels are the best in greater manchester, maybe even the north west. I know people that are from outside greater manchester and when they visit they go to barbakan for the bagels (after having tried them at my house). Some people think that this place is expensive but i disagree as this place offers real quality food.",Qype User (miki…),5 star rating
Barbakan Delicatessen,4.8,16-Apr-09,Manchester,"Fantastic deli, not cheap, but worth it",Qype User (sylvio…),4 star rating
Barbakan Delicatessen,4.8,21-Jul-10,"Stockport, Greater Manchester","There is an average selection of produce (exluding bakery) the ticketing system? and the shop layout leave a lot to be desired, the customers were queuing to the door which made it almost impossible to look around without squeezing past, I didnt think much of the customer service either(neither did the guy beside me) all in all I wasnt too impressed by the place to be honest, but perhaps ive been a little spoiled by my visit to Wallys in Cardiff. I found what I was looking for though, which merits the three star rating.",Qype User (HomeCo…),3 star rating
Barbakan Delicatessen,4.8,27-Feb-13,Manchester,"Ten stars in my books, I always feel like a child in a sweet shop, so many beautiful artisan breads to taste - (think you stopped doing the delicious chocolate bread though  bring it back please). Always enjoy the Saturday BBQ, and pop over the road to the Unicorn.I used to live nearby but now have to travel across town to Chorlton, as I haven't found anywhere better. Such friendly staff too. Don't really get why some people have criticised the ticket system, seems fair to me and I have never experienced queue jumping (just the opposite), with a place this popular, it would be a bit of a scrum without it.",Qype User (davesm…),5 star rating
Barbakan Delicatessen,4.8,14-Apr-09,Manchester,"You can smell you are getting close to Barbakan and I'm only walking past the library. A fantastic place for bread and little treats. Some of the female staff are a little snappy but ignore them, they don't bite.",Qype User (Paulap…),5 star rating
Barbakan Delicatessen,4.8,10-Aug-09,Manchester,Simply the best deli in the northwest. I am lucky enough to live round the corner from it but would gladly travel miles to shop here.,Qype User (Sim10…),5 star rating
Barbakan Delicatessen,4.8,12-Apr-11,Manchester,Can't beat this place..love the quiches!,Qype User (mvm50…),5 star rating
Barbakan Delicatessen,4.8,,,,,
Barbakan Delicatessen,4.8,,,,,
Barbakan Delicatessen,4.8,,,,,
Barbakan Delicatessen,4.8,,,,,
Barbakan Delicatessen,4.8,,,,,
JB Richardson The Bakery,4,04-Nov-11,Failsworth,"As a fellow baker, I am always very critical.
Not much to criticise here!
From the moment we walked in and saw the fabulous photography on the wall to the minute we left with £15 worth of cakes I was a happy bunny.
The lady who served us (a character all by herself!) was very helpful and packaged our cakes nicely so we got them (all) home in one piece.
We over indulged in the white ganache tarts, caramel death by chocolate, a selection of chunky chocolate topped chocolate muffins, and a shortbread heart amongst some others. For my particular taste the ganache was slightly too runny, but i had a spoon so it was all good. The chunky chocolate topped muffins were varied from chunks of toblerone, crunchies, white choc etc. and were very tasty and moist, like proper chocolate cake should be, The shortbread was super - perfectly baked with a good amount of jam sandwiched in the middle.
There wasn't much bread left on sale but it was about 3pm so we decided to go to the Barbakan.....",Grace R.,4 star rating
Ho's Bakery,4.1,01-Apr-10,"Birkenhead, Merseyside","Definitely my favourite bakery in Manchester Chinatown.

We always buy our pastries/cakes from here. We used to get birthday cakes made from here too but we chose Wong Wong's for that now as they do the mango birthday cake. From what I can tell Ho's does not make that particular style.
There fried bread sticks are very yummy, well all the cakes are from Ho's.

We once arrived early just as they opened and had the chance to eat some of the buns while they were still warm. Absolutely delicious!

I agree with the one of the other yelper's who said they rush you while you are ordering. It just means I always forget to order that extra bun I wanted to try, which isn't such a bad thing for my hips.",Sam S.,5 star rating
